ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT
1571	NdandaNyep	Dust	bvɔ̂bɔ̂	bvɔ̂bɔ̂	bv ɔ̂/ɔ b ɔ̂/ɔ		258	bv ɔ̂/ɔ b ɔ̂/ɔ
1572	NdandaShingou	Dust	bvɔ̂bɔ̂	bvɔ̂bɔ̂	bv ɔ̂/ɔ b ɔ̂/ɔ		258	bv ɔ̂/ɔ b ɔ̂/ɔ
1573	NdandaCaa	Dust	bvǎbǎ	bvǎbǎ	bv ǎ/a b ǎ/a		258	bv ǎ/a b ǎ/a
1574	NdandaMeno	Dust	bvɔ̂bɔ̂	bvɔ̂bɔ̂	bv ɔ̂/ɔ b ɔ̂/ɔ		258	bv ɔ̂/ɔ b ɔ̂/ɔ
1575	NdandaLek	Dust	ɱvɔ́bɔ́	ɱvɔ́bɔ́	ⁿv ɔ́/ɔ b ɔ́/ɔ		258	ⁿv ɔ́/ɔ b ɔ́/ɔ
1576	NdandaNgwa	Dust	bvábâ	bvábâ	bv á/a b â/a		258	bv á/a b â/a
1577	NdandaTwefap	Dust	bvábâ	bvábâ	bv á/a b â/a		258	bv á/a b â/a
1578	NdandaDenfap	Dust	bvábâ	bvábâ	bv á/a b â/a		258	bv á/a b â/a
1579	NdandaZua	Dust	ɱvə́bə́	ɱvə́bə́	ⁿv ə́/ə b ə́/ə		258	ⁿv ə́/ə b ə́/ə
1580	Goshimjang	Dust	ɱvɔ́bí	ɱvɔ́bí	ⁿv ɔ́/ɔ b í/i		258	ⁿv ɔ́/ɔ b í/i
721	NdandaNyep	Ear	ntúgú	ntúgú	ⁿt ú/u g ú/u		269	ⁿt ú/u g ú/u
722	NdandaShingou	Ear	ntúgú	ntúgú	ⁿt ú/u g ú/u		269	ⁿt ú/u g ú/u
723	NdandaCaa	Ear	ntǔgǔ	ntǔgǔ	ⁿt ǔ/u g ǔ/u		269	ⁿt ǔ/u g ǔ/u
724	NdandaMeno	Ear	ntúgú	ntúgú	ⁿt ú/u g ú/u		269	ⁿt ú/u g ú/u
725	NdandaLek	Ear	tùŋù	tùŋù	t ù/u ŋ ù/u		269	t ù/u ŋ ù/u
726	NdandaNgwa	Ear	ntɔ̌g	ntɔ̌g	ⁿt ɔ̌/ɔ g		269	ⁿt ɔ̌/ɔ g -
727	NdandaTwefap	Ear	ntɔ̌k	ntɔ̌k	ⁿt ɔ̌/ɔ k		269	ⁿt ɔ̌/ɔ k -
728	NdandaDenfap	Ear	ntɔ̌k	ntɔ̌k	ⁿt ɔ̌/ɔ k		269	ⁿt ɔ̌/ɔ k -
729	NdandaZua	Ear	tùŋù	tùŋù	t ù/u ŋ ù/u		269	t ù/u ŋ ù/u
730	Goshimjang	Ear	tùŋù	tùŋù	t ù/u ŋ ù/u		269	t ù/u ŋ ù/u
1581	NdandaNyep	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1582	NdandaShingou	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1583	NdandaCaa	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1584	NdandaMeno	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1585	NdandaLek	Earth	tʃáʔá	tʃáʔá	tʃ á/a ʔ á/a		280	tʃ á/a ʔ á/a
1586	NdandaNgwa	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1587	NdandaTwefap	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1588	NdandaDenfap	Earth	tʃǎʔá	tʃǎʔá	tʃ ǎ/a ʔ á/a		280	tʃ ǎ/a ʔ á/a
1589	NdandaZua	Earth	tʃáʔá	tʃáʔá	tʃ á/a ʔ á/a		280	tʃ á/a ʔ á/a
1590	Goshimjang	Earth	tʃáʔá	tʃáʔá	tʃ á/a ʔ á/a		280	tʃ á/a ʔ á/a
661	NdandaNyep	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
662	NdandaShingou	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
663	NdandaCaa	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
664	NdandaMeno	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
665	NdandaLek	Egg	búŋgə́p	búŋgə́p	b ú/u ⁿg ə́/ə p		291	b ú/u ⁿg ə́/ə p
666	NdandaNgwa	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
667	NdandaTwefap	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
668	NdandaDenfap	Egg	mbǐp	mbǐp	ⁿb ǐ/i p		291	ⁿb ǐ/i - - p
669	NdandaZua	Egg	búŋgúp	búŋgúp	b ú/u ⁿg ú/u p		291	b ú/u ⁿg ú/u p
670	Goshimjang	Egg	búŋgúp	búŋgúp	b ú/u ⁿg ú/u p		291	b ú/u ⁿg ú/u p
731	NdandaNyep	Eye	víjé	víjé	v í/i j é/e		304	v í/i j é/e
732	NdandaShingou	Eye	víjé mú	víjé_mú	v í/i j é/e + m ú/u		304 305	v í/i j é/e + m ú/u
733	NdandaCaa	Eye	né	né	n é/e		303	n é/e
734	NdandaMeno	Eye	né	né	n é/e		303	n é/e
735	NdandaLek	Eye	zə́h	zə́h	z ə́/ə h		302	z ə́/ə h
736	NdandaNgwa	Eye	né	né	n é/e		303	n é/e
737	NdandaTwefap	Eye	nɔ̌	nɔ̌	n ɔ̌/ɔ		303	n ɔ̌/ɔ
738	NdandaDenfap	Eye	zɨ̌	zɨ̌	z ɨ̌/ɨ		302	z ɨ̌/ɨ -
739	NdandaZua	Eye	zʉ́h	zʉ́h	z ʉ́/ʉ h		302	z ʉ́/ʉ h
740	Goshimjang	Eye	zə́h	zə́h	z ə́/ə h		302	z ə́/ə h
1971	NdandaNyep	Far	sísíjɔ̂	sísíjɔ̂	s í/i s í/i j ɔ̂/ɔ		314	s í/i s í/i j ɔ̂/ɔ
1972	NdandaShingou	Far	sâ	sâ	s â/a		314	s â/a - - - -
1973	NdandaCaa	Far	sísɨ́ jɔ̂	sísɨ́_jɔ̂	s í/i s ɨ́/ɨ + j ɔ̂/ɔ		314 315	s í/i s ɨ́/ɨ - - + j ɔ̂/ɔ
1974	NdandaMeno	Far	sâ	sâ	s â/a		314	s â/a - - - -
1975	NdandaLek	Far	sísɨ́ jɔ̂	sísɨ́_jɔ̂	s í/i s ɨ́/ɨ + j ɔ̂/ɔ		314 315	s í/i s ɨ́/ɨ - - + j ɔ̂/ɔ
1976	NdandaNgwa	Far	sǎ	sǎ	s ǎ/a		314	s ǎ/a - - - -
1977	NdandaTwefap	Far	bvɔ̌tsé	bvɔ̌tsé	bv ɔ̌/ɔ ts é/e		316	bv ɔ̌/ɔ ts é/e
1978	NdandaDenfap	Far	sísɨ́ jɔ̂	sísɨ́_jɔ̂	s í/i s ɨ́/ɨ + j ɔ̂/ɔ		314 315	s í/i s ɨ́/ɨ - - + j ɔ̂/ɔ
1979	NdandaZua	Far	ʃìʃà	ʃìʃà	ʃ ì/i ʃ à/a		314	ʃ ì/i ʃ à/a - -
1980	Goshimjang	Far	ʃìʃà	ʃìʃà	ʃ ì/i ʃ à/a		314	ʃ ì/i ʃ à/a - -
650	Goshimjang	Fat	və́h	və́h	v ə́/ə h		328	v ə́/ə h -
651	NdandaNyep	Fat	ŋgǔʔ	ŋgǔʔ	ⁿg ǔ/u ʔ		328	ⁿg ǔ/u ʔ -
652	NdandaShingou	Fat	míján ŋgɛ́	míján_ŋgɛ́	m í/i j á/a n + ⁿg ɛ́/ɛ		331 328	m í/i j á/a n + ⁿg ɛ́/ɛ - -
653	NdandaCaa	Fat	bǔʔû ŋgɛ̌	bǔʔû_ŋgɛ̌	b ǔ/u ʔ û/u + ⁿg ɛ̌/ɛ		329 328	b ǔ/u ʔ û/u + ⁿg ɛ̌/ɛ - -
654	NdandaMeno	Fat	ghâ	ghâ	g h â/a		328	g - h â/a
655	NdandaLek	Fat	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ		330	ⁿd ɔ́/ɔ ŋ
656	NdandaNgwa	Fat	hú	hú	h ú/u		328	- - h ú/u
657	NdandaTwefap	Fat	ŋgǔ	ŋgǔ	ⁿg ǔ/u		328	ⁿg ǔ/u - -
658	NdandaDenfap	Fat	hǔ	hǔ	h ǔ/u		328	- - h ǔ/u
659	NdandaZua	Fat	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ		330	ⁿd ɔ́/ɔ ŋ
660	Goshimjang	Fat	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ		330	ⁿd ɔ́/ɔ ŋ
421	NdandaNyep	Father	tǎ jí	tǎ_jí	t ǎ/a + j í/i		342 344	t ǎ/a + - - j í/i
422	NdandaShingou	Father	̀mbâjé	mbâjé	ⁿb â/a j é/e		344	ⁿb â/a j é/e
423	NdandaCaa	Father	mǎ pá	mǎ_pá	m ǎ/a + p á/a		343 344	m ǎ/a + p á/a - -
424	NdandaMeno	Father	mbâ	mbâ	ⁿb â/a		344	ⁿb â/a - -
425	NdandaLek	Father	tá	tá	t á/a		342	t á/a
426	NdandaNgwa	Father	tɛ̌	tɛ̌	t ɛ̌/ɛ		342	t ɛ̌/ɛ
427	NdandaTwefap	Father	tɛ̌	tɛ̌	t ɛ̌/ɛ		342	t ɛ̌/ɛ
428	NdandaDenfap	Father	tɛ̌	tɛ̌	t ɛ̌/ɛ		342	t ɛ̌/ɛ
429	NdandaZua	Father	tá	tá	t á/a		342	t á/a
430	Goshimjang	Father	tá	tá	t á/a		342	t á/a
691	NdandaNyep	Feather	fə̀	fə̀	f ə̀/ə		355	f ə̀/ə -
692	NdandaShingou	Feather	fə̀	fə̀	f ə̀/ə		355	f ə̀/ə -
693	NdandaCaa	Feather	mbâbâlǐ	mbâbâlǐ	ⁿb â/a b â/a l ǐ/i		356	ⁿb â/a b â/a l ǐ/i
694	NdandaMeno	Feather	nʃû	nʃû	ⁿʃ û/u		357	ⁿʃ û/u
695	NdandaLek	Feather	fúh	fúh	f ú/u h		355	f ú/u h
696	NdandaNgwa	Feather	fə̀	fə̀	f ə̀/ə		355	f ə̀/ə -
697	NdandaTwefap	Feather	fə̀	fə̀	f ə̀/ə		355	f ə̀/ə -
698	NdandaDenfap	Feather	fə̀	fə̀	f ə̀/ə		355	f ə̀/ə -
699	NdandaZua	Feather	fúh	fúh	f ú/u h		355	f ú/u h
700	Goshimjang	Feather	fúh	fúh	f ú/u h		355	f ú/u h
191	NdandaNyep	Few	kwɔ̌	kwɔ̌	kʷ ɔ̌/ɔ		366	- - - - - - kʷ ɔ̌/ɔ
192	NdandaShingou	Few	̀mî tɔ̂gɛ̂	mî_tɔ̂gɛ̂	m î/i + t ɔ̂/ɔ g ɛ̂/ɛ		367 366	m î/i + - - - - t ɔ̂/ɔ g ɛ̂/ɛ
193	NdandaCaa	Few	̀mî tɔ̂gɛ̂	mî_tɔ̂gɛ̂	m î/i + t ɔ̂/ɔ g ɛ̂/ɛ		367 366	m î/i + - - - - t ɔ̂/ɔ g ɛ̂/ɛ
194	NdandaMeno	Few	mé tʃɔ̌gɔ̌	mé_tʃɔ̌gɔ̌	m é/e + tʃ ɔ̌/ɔ g ɔ̌/ɔ		367 366	m é/e + - - - - tʃ ɔ̌/ɔ g ɔ̌/ɔ
195	NdandaLek	Few	mə̀tʃǔŋgɛ́	mə̀tʃǔŋgɛ́	m ə̀/ə tʃ ǔ/u ⁿg ɛ́/ɛ		366	- - m ə̀/ə tʃ ǔ/u ⁿg ɛ́/ɛ
196	NdandaNgwa	Few	mé dzwé	mé_dzwé	m é/e + d zʷ é/e		367 368	m é/e + d zʷ é/e
197	NdandaTwefap	Few	mɨ̌ ʒé	mɨ̌_ʒé	m ɨ̌/ɨ + ʒ é/e		367 368	m ɨ̌/ɨ + - ʒ é/e
198	NdandaDenfap	Few	mɨ̌ ʒé	mɨ̌_ʒé	m ɨ̌/ɨ + ʒ é/e		367 368	m ɨ̌/ɨ + - ʒ é/e
199	NdandaZua	Few	ntʃʉ̀ʔntʃʉ̀ʔ	ntʃʉ̀ʔntʃʉ̀ʔ	ⁿt ʃ ʉ̀/ʉ ʔ ⁿt ʃ ʉ̀/ʉ ʔ		369	ⁿt ʃ ʉ̀/ʉ ʔ ⁿt ʃ ʉ̀/ʉ ʔ
200	Goshimjang	Few	búhɔ́ndɔ̀ŋgí	búhɔ́ndɔ̀ŋgí	b ú/u h ɔ́/ɔ ⁿd ɔ̀/ɔ ⁿg í/i		366	b ú/u h ɔ́/ɔ ⁿd ɔ̀/ɔ ⁿg í/i
781	NdandaNyep	Finger nail	ŋkábá	ŋkábá	ⁿk á/a b á/a		383	ⁿk á/a b - - - - á/a
782	NdandaShingou	Finger nail	ŋkábá pú	ŋkábá_pú	ⁿk á/a b á/a + p ú/u		383 384	ⁿk á/a b - - - - á/a + p ú/u
783	NdandaCaa	Finger nail	ŋkábá	ŋkábá	ⁿk á/a b á/a		383	ⁿk á/a b - - - - á/a
784	NdandaMeno	Finger nail	ŋkábá	ŋkábá	ⁿk á/a b á/a		383	ⁿk á/a b - - - - á/a
785	NdandaLek	Finger nail	kàbàtʃwípú	kàbàtʃwípú	k à/a b à/a tʃʷ í/i p ú/u		383	k à/a b à/a tʃʷ í/i p ú/u
786	NdandaNgwa	Finger nail	ŋkɨ́bé	ŋkɨ́bé	ⁿk ɨ́/ɨ b é/e		383	ⁿk ɨ́/ɨ b - - - - é/e
787	NdandaTwefap	Finger nail	ŋkǐp	ŋkǐp	ⁿk ǐ/i p		383	ⁿk ǐ/i p - - - - -
788	NdandaDenfap	Finger nail	ŋkǐp	ŋkǐp	ⁿk ǐ/i p		383	ⁿk ǐ/i p - - - - -
789	NdandaZua	Finger nail	kàbàtʃwíbú	kàbàtʃwíbú	k à/a b à/a tʃʷ í/i b ú/u		383	k à/a b à/a tʃʷ í/i b ú/u
790	Goshimjang	Finger nail	kàbàtʃwíbú	kàbàtʃwíbú	k à/a b à/a tʃʷ í/i b ú/u		383	k à/a b à/a tʃʷ í/i b ú/u
1661	NdandaNyep	Fire	mǔ	mǔ	m ǔ/u		395	m ǔ/u -
1662	NdandaShingou	Fire	mǔ	mǔ	m ǔ/u		395	m ǔ/u -
1663	NdandaCaa	Fire	mǔ	mǔ	m ǔ/u		395	m ǔ/u -
1664	NdandaMeno	Fire	mǔ	mǔ	m ǔ/u		395	m ǔ/u -
1665	NdandaLek	Fire	múh	múh	m ú/u h		395	m ú/u h
1666	NdandaNgwa	Fire	mǔ	mǔ	m ǔ/u		395	m ǔ/u -
1667	NdandaTwefap	Fire	mǔ	mǔ	m ǔ/u		395	m ǔ/u -
1668	NdandaDenfap	Fire	mǒ	mǒ	m ǒ/o		395	m ǒ/o -
1669	NdandaZua	Fire	múh	múh	m ú/u h		395	m ú/u h
1670	Goshimjang	Fire	múh	múh	m ú/u h		395	m ú/u h
441	NdandaNyep	Fish	̀̀mbâpʃɛ̀	̀mbâpʃɛ̀	ⁿb â/a p ʃ ɛ̀/ɛ		406	ⁿb â/a p ʃ ɛ̀/ɛ
442	NdandaShingou	Fish	̀̀mbâpsé	̀mbâpsé	ⁿb â/a p s é/e		406	ⁿb â/a p s é/e
443	NdandaCaa	Fish	fíʃì	fíʃì	f í/i ʃ ì/i		406	f í/i - ʃ ì/i
444	NdandaMeno	Fish	físí	físí	f í/i s í/i		406	f í/i - s í/i
445	NdandaLek	Fish	mbàpsə̀	mbàpsə̀	ⁿb à/a p s ə̀/ə		406	ⁿb à/a p s ə̀/ə
446	NdandaNgwa	Fish	fíʃì	fíʃì	f í/i ʃ ì/i		406	f í/i - ʃ ì/i
447	NdandaTwefap	Fish	mbɛ̂ʃé	mbɛ̂ʃé	ⁿb ɛ̂/ɛ ʃ é/e		406	ⁿb ɛ̂/ɛ - ʃ é/e
448	NdandaDenfap	Fish	mbɛ̂ʃé	mbɛ̂ʃé	ⁿb ɛ̂/ɛ ʃ é/e		406	ⁿb ɛ̂/ɛ - ʃ é/e
449	NdandaZua	Fish	mbàpsə̀	mbàpsə̀	ⁿb à/a p s ə̀/ə		406	ⁿb à/a p s ə̀/ə
450	Goshimjang	Fish	mbàpsə̀	mbàpsə̀	ⁿb à/a p s ə̀/ə		406	ⁿb à/a p s ə̀/ə
251	NdandaNyep	Five	tǎ	tǎ	t ǎ/a		417	t ǎ/a
252	NdandaShingou	Five	tǎ	tǎ	t ǎ/a		417	t ǎ/a
253	NdandaCaa	Five	tǎ	tǎ	t ǎ/a		417	t ǎ/a
254	NdandaMeno	Five	tǎ	tǎ	t ǎ/a		417	t ǎ/a
255	NdandaLek	Five	tà	tà	t à/a		417	t à/a
256	NdandaNgwa	Five	tɔ̌	tɔ̌	t ɔ̌/ɔ		417	t ɔ̌/ɔ
257	NdandaTwefap	Five	tɔ̌	tɔ̌	t ɔ̌/ɔ		417	t ɔ̌/ɔ
258	NdandaDenfap	Five	tɔ̌	tɔ̌	t ɔ̌/ɔ		417	t ɔ̌/ɔ
259	NdandaZua	Five	tà	tà	t à/a		417	t à/a
260	Goshimjang	Five	tà	tà	t à/a		417	t à/a
581	NdandaNyep	Flower	sɔ̌nìɲɛ̀	sɔ̌nìɲɛ̀	s ɔ̌/ɔ n ì/i ɲ ɛ̀/ɛ		428	s ɔ̌/ɔ n ì/i ɲ ɛ̀/ɛ
582	NdandaShingou	Flower	sɔ̌tíjɨ́	sɔ̌tíjɨ́	s ɔ̌/ɔ t í/i j ɨ́/ɨ		431	s ɔ̌/ɔ t í/i j ɨ́/ɨ
583	NdandaCaa	Flower	sǎŋ ŋgɛ̌	sǎŋ_ŋgɛ̌	s ǎ/a ŋ + ⁿg ɛ̌/ɛ		428 429	s ǎ/a ŋ - - - + ⁿg ɛ̌/ɛ
584	NdandaMeno	Flower	sɔ̌nìɲà	sɔ̌nìɲà	s ɔ̌/ɔ n ì/i ɲ à/a		428	s ɔ̌/ɔ n ì/i ɲ à/a
585	NdandaLek	Flower	sɔ̌ɲìɲà	sɔ̌ɲìɲà	s ɔ̌/ɔ ɲ ì/i ɲ à/a		428	s ɔ̌/ɔ ɲ ì/i ɲ à/a
586	NdandaNgwa	Flower	flôwà	flôwà	f l ô/o w à/a		430	f l ô/o w à/a
587	NdandaTwefap	Flower	flôwà	flôwà	f l ô/o w à/a		430	f l ô/o w à/a
588	NdandaDenfap	Flower	sôp	sôp	s ô/o p		428	s ô/o p - - -
589	NdandaZua	Flower	sǒɲìɲà	sǒɲìɲà	s ǒ/o ɲ ì/i ɲ à/a		428	s ǒ/o ɲ ì/i ɲ à/a
590	Goshimjang	Flower	sɔ̌ɲìɲà	sɔ̌ɲìɲà	s ɔ̌/ɔ ɲ ì/i ɲ à/a		428	s ɔ̌/ɔ ɲ ì/i ɲ à/a
791	NdandaNyep	Foot	zízɔ̌	zízɔ̌	z í/i z ɔ̌/ɔ		440	z í/i z ɔ̌/ɔ -
792	NdandaShingou	Foot	zízɔ̌	zízɔ̌	z í/i z ɔ̌/ɔ		440	z í/i z ɔ̌/ɔ -
793	NdandaCaa	Foot	zízɔ̌	zízɔ̌	z í/i z ɔ̌/ɔ		440	z í/i z ɔ̌/ɔ -
794	NdandaMeno	Foot	zízwɔ̌	zízwɔ̌	z í/i zʷ ɔ̌/ɔ		440	z í/i zʷ ɔ̌/ɔ -
795	NdandaLek	Foot	zízɔ̌	zízɔ̌	z í/i z ɔ̌/ɔ		440	z í/i z ɔ̌/ɔ -
796	NdandaNgwa	Foot	zízɨ̌	zízɨ̌	z í/i z ɨ̌/ɨ		440	z í/i z ɨ̌/ɨ -
797	NdandaTwefap	Foot	ʒɨ̌tǐk	ʒɨ̌tǐk	ʒ ɨ̌/ɨ t ǐ/i k		440	ʒ ɨ̌/ɨ t ǐ/i k
798	NdandaDenfap	Foot	ʒwɨ̌tɨ́	ʒwɨ̌tɨ́	ʒʷ ɨ̌/ɨ t ɨ́/ɨ		440	ʒʷ ɨ̌/ɨ t ɨ́/ɨ -
799	NdandaZua	Foot	ʒwízɔ̌	ʒwízɔ̌	ʒʷ í/i z ɔ̌/ɔ		440	ʒʷ í/i z ɔ̌/ɔ -
800	Goshimjang	Foot	ʒwízɔ̌	ʒwízɔ̌	ʒʷ í/i z ɔ̌/ɔ		440	ʒʷ í/i z ɔ̌/ɔ -
511	NdandaNyep	Forest	mpû	mpû	ⁿp û/u		451	ⁿp û/u -
512	NdandaShingou	Forest	mpû	mpû	ⁿp û/u		451	ⁿp û/u -
513	NdandaCaa	Forest	pǔʔ	pǔʔ	p ǔ/u ʔ		451	p ǔ/u ʔ
514	NdandaMeno	Forest	pǔʔ	pǔʔ	p ǔ/u ʔ		451	p ǔ/u ʔ
515	NdandaLek	Forest	ɱvə̀ʔ	ɱvə̀ʔ	ⁿv ə̀/ə ʔ		451	ⁿv ə̀/ə ʔ
516	NdandaNgwa	Forest	pǔʔ	pǔʔ	p ǔ/u ʔ		451	p ǔ/u ʔ
517	NdandaTwefap	Forest	bvè	bvè	bv è/e		451	bv è/e -
518	NdandaDenfap	Forest	bvè	bvè	bv è/e		451	bv è/e -
519	NdandaZua	Forest	ɱvʉ̀ʔ	ɱvʉ̀ʔ	ⁿv ʉ̀/ʉ ʔ		451	ⁿv ʉ̀/ʉ ʔ
520	Goshimjang	Forest	ɱvə̀ʔ	ɱvə̀ʔ	ⁿv ə̀/ə ʔ		451	ⁿv ə̀/ə ʔ
241	NdandaNyep	Four	kwɔ̂	kwɔ̂	kʷ ɔ̂/ɔ		462	kʷ ɔ̂/ɔ
242	NdandaShingou	Four	kwǎ	kwǎ	kʷ ǎ/a		462	kʷ ǎ/a
243	NdandaCaa	Four	kwǎ	kwǎ	kʷ ǎ/a		462	kʷ ǎ/a
244	NdandaMeno	Four	kwǎ	kwǎ	kʷ ǎ/a		462	kʷ ǎ/a
245	NdandaLek	Four	kwà	kwà	kʷ à/a		462	kʷ à/a
246	NdandaNgwa	Four	kwô	kwô	kʷ ô/o		462	kʷ ô/o
247	NdandaTwefap	Four	kwɔ̂	kwɔ̂	kʷ ɔ̂/ɔ		462	kʷ ɔ̂/ɔ
248	NdandaDenfap	Four	kwɔ̂	kwɔ̂	kʷ ɔ̂/ɔ		462	kʷ ɔ̂/ɔ
249	NdandaZua	Four	kwà	kwà	kʷ à/a		462	kʷ à/a
250	Goshimjang	Four	kwà	kwà	kʷ à/a		462	kʷ à/a
531	NdandaNyep	Fruit	ntɔ̌ tɨ̌	ntɔ̌_tɨ̌	ⁿt ɔ̌/ɔ + t ɨ̌/ɨ		474 475	ⁿt ɔ̌/ɔ - + t ɨ̌/ɨ
532	NdandaShingou	Fruit	ntɔ̌tíjǐ	ntɔ̌tíjǐ	ⁿt ɔ̌/ɔ t í/i j ǐ/i		476	ⁿt ɔ̌/ɔ t í/i j ǐ/i
533	NdandaCaa	Fruit	ntɔ̌ tɨ̌	ntɔ̌_tɨ̌	ⁿt ɔ̌/ɔ + t ɨ̌/ɨ		474 475	ⁿt ɔ̌/ɔ - + t ɨ̌/ɨ
534	NdandaMeno	Fruit	ntɔ̌ tɨ̌	ntɔ̌_tɨ̌	ⁿt ɔ̌/ɔ + t ɨ̌/ɨ		474 475	ⁿt ɔ̌/ɔ - + t ɨ̌/ɨ
535	NdandaLek	Fruit	tɔ́	tɔ́	t ɔ́/ɔ		474	t ɔ́/ɔ -
536	NdandaNgwa	Fruit	ntǔm tsé	ntǔm_tsé	ⁿt ǔ/u m + ts é/e		474 475	ⁿt ǔ/u m + ts é/e
537	NdandaTwefap	Fruit	ntǔm tsé	ntǔm_tsé	ⁿt ǔ/u m + ts é/e		474 475	ⁿt ǔ/u m + ts é/e
538	NdandaDenfap	Fruit	ntǔm tsé	ntǔm_tsé	ⁿt ǔ/u m + ts é/e		474 475	ⁿt ǔ/u m + ts é/e
539	NdandaZua	Fruit	ʒwíndìlə̀sə̀	ʒwíndìlə̀sə̀	ʒʷ í/i ⁿd ì/i l ə̀/ə s ə̀/ə		473	ʒʷ í/i ⁿd ì/i l ə̀/ə s ə̀/ə
540	Goshimjang	Fruit	ʒwínìlə̀sə̀	ʒwínìlə̀sə̀	ʒʷ í/i n ì/i l ə̀/ə s ə̀/ə		473	ʒʷ í/i n ì/i l ə̀/ə s ə̀/ə
1811	NdandaNyep	Full	ndúhǔ	ndúhǔ	ⁿd ú/u h ǔ/u		490	ⁿd ú/u h ǔ/u
1812	NdandaShingou	Full	lúhǔ	lúhǔ	l ú/u h ǔ/u		490	l ú/u h ǔ/u
1813	NdandaCaa	Full	lúhǔ	lúhǔ	l ú/u h ǔ/u		490	l ú/u h ǔ/u
1814	NdandaMeno	Full	ndúhǔ	ndúhǔ	ⁿd ú/u h ǔ/u		490	ⁿd ú/u h ǔ/u
1815	NdandaLek	Full	lúhú	lúhú	l ú/u h ú/u		490	l ú/u h ú/u
1816	NdandaNgwa	Full	lǒ	lǒ	l ǒ/o		490	l ǒ/o - -
1817	NdandaTwefap	Full	ndúhǔ	ndúhǔ	ⁿd ú/u h ǔ/u		490	ⁿd ú/u h ǔ/u
1818	NdandaDenfap	Full	lúhǔ	lúhǔ	l ú/u h ǔ/u		490	l ú/u h ǔ/u
1819	NdandaZua	Full	lúhú	lúhú	l ú/u h ú/u		490	l ú/u h ú/u
1820	Goshimjang	Full	lúhú	lúhú	l ú/u h ú/u		490	l ú/u h ú/u
1841	NdandaNyep	Good	ŋgɛ́ pɔ̂k	ŋgɛ́_pɔ̂k	ⁿg ɛ́/ɛ + p ɔ̂/ɔ k		502 501	ⁿg ɛ́/ɛ + p ɔ̂/ɔ - - k
1842	NdandaShingou	Good	ŋgɛ́ pɔ̂k	ŋgɛ́_pɔ̂k	ⁿg ɛ́/ɛ + p ɔ̂/ɔ k		502 501	ⁿg ɛ́/ɛ + p ɔ̂/ɔ - - k
1843	NdandaCaa	Good	ŋgɛ́ pɔ̂k	ŋgɛ́_pɔ̂k	ⁿg ɛ́/ɛ + p ɔ̂/ɔ k		502 501	ⁿg ɛ́/ɛ + p ɔ̂/ɔ - - k
1844	NdandaMeno	Good	mbɔ̌k	mbɔ̌k	ⁿb ɔ̌/ɔ k		501	ⁿb ɔ̌/ɔ - - k
1845	NdandaLek	Good	pɔ̀ŋ	pɔ̀ŋ	p ɔ̀/ɔ ŋ		501	p ɔ̀/ɔ ŋ - -
1846	NdandaNgwa	Good	pwô	pwô	pʷ ô/o		501	pʷ ô/o - - -
1847	NdandaTwefap	Good	bvɔ̌k	bvɔ̌k	bv ɔ̌/ɔ k		501	bv ɔ̌/ɔ - - k
1848	NdandaDenfap	Good	púwɔ̂k	púwɔ̂k	p ú/u w ɔ̂/ɔ k		501	p ú/u w ɔ̂/ɔ k
1849	NdandaZua	Good	bɔ̀ŋ	bɔ̀ŋ	b ɔ̀/ɔ ŋ		501	b ɔ̀/ɔ ŋ - -
1850	Goshimjang	Good	bɔ̀ŋ	bɔ̀ŋ	b ɔ̀/ɔ ŋ		501	b ɔ̀/ɔ ŋ - -
591	NdandaNyep	Grass	níɲɛ́	níɲɛ́	n í/i ɲ ɛ́/ɛ		515	n í/i ɲ ɛ́/ɛ
592	NdandaShingou	Grass	níɲá	níɲá	n í/i ɲ á/a		515	n í/i ɲ á/a
