# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
1483	106_star	Star	NdandaCaa	Ndanda_Ca-a	sǎn mɛ̌ŋu	sǎn_mɛ̌ŋu	s ǎ/a n + m ɛ̌/ɛ ŋ u	ndan1241		5.14715	10.3942		3 7 4 9 4 7 4 7	AXN_AXBZ	SAN_MENY	2	2.S.C 2.A.V 2.N.c 2._._ 2.M.C 2.E.V 2.N.C 2.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	sǎ/an+mɛ̌/ɛŋu	0	1303 1302	s ǎ/a n + - - m ɛ̌/ɛ ŋ u
1484	106_star	Star	NdandaMeno	Ndanda_Meno	sâk	sâk	s â/a k	ndan1241		5.069482	10.425853		3 7 1	AXN	SAK	5	5.S.C 5.A.V 5.K.c	2.0 1.5 0.8	sâ/ak	0	1303	s â/a k
1485	106_star	Star	NdandaLek	Ndanda_Lek	sàmáŋwɔ́	sàmáŋwɔ́	s à/a m á/a ŋʷ ɔ́/ɔ	ndan1241		5.150741	10.429029		3 7 4 7 4 7	AXBYBZ	SAMANU	4	4.S.C 4.A.V 4.M.C 4.A.V 4.N.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sà/amá/aŋʷɔ́/ɔ	0	1302	s à/a m á/a ŋʷ ɔ́/ɔ
1486	106_star	Star	NdandaNgwa	Ndanda_Ngwa	sâk	sâk	s â/a k	ndan1241		5.191047	10.473404		3 7 1	AXN	SAK	6	6.S.C 6.A.V 6.K.c	2.0 1.5 0.8	sâ/ak	0	1303	s â/a k
1487	106_star	Star	NdandaTwefap	Ndanda_Twefap	sâk	sâk	s â/a k	ndan1241		5.027245	10.473575		3 7 1	AXN	SAK	9	9.S.C 9.A.V 9.K.c	2.0 1.5 0.8	sâ/ak	0	1303	s â/a k
1488	106_star	Star	NdandaDenfap	Ndanda_Denfap	sâk	sâk	s â/a k	ndan1241		5.111459	10.336031		3 7 1	AXN	SAK	3	3.S.C 3.A.V 3.K.c	2.0 1.5 0.8	sâ/ak	0	1303	s â/a k
1489	106_star	Star	NdandaZua	Ndanda_Zua	sàmáŋwɔ́	sàmáŋwɔ́	s à/a m á/a ŋʷ ɔ́/ɔ						3 7 4 7 4 7	AXBYBZ	SAMANU	10	10.S.C 10.A.V 10.M.C 10.A.V 10.N.C 10.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sà/amá/aŋʷɔ́/ɔ	0	1302	s à/a m á/a ŋʷ ɔ́/ɔ
1490	106_star	Star	Goshimjang	Goshimjang	sàmáŋwɔ́	sàmáŋwɔ́	s à/a m á/a ŋʷ ɔ́/ɔ	ndan1241		5.234168	10.407013		3 7 4 7 4 7	AXBYBZ	SAMANU	1	1.S.C 1.A.V 1.M.C 1.A.V 1.N.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sà/amá/aŋʷɔ́/ɔ	0	1302	s à/a m á/a ŋʷ ɔ́/ɔ
#
521	107_stick	Stick	NdandaNyep	Ndanda_Nyep	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	bato1245		5.254489	10.471901		1 6 7	ACX	KWI	7	7.K.C 7.W.C 7.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1315	ⁿk w ɨ̌/ɨ
522	107_stick	Stick	NdandaShingou	Ndanda_Shingou	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.238847	10.491081		1 6 7	ACX	KWI	8	8.K.C 8.W.C 8.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1315	ⁿk w ɨ̌/ɨ
523	107_stick	Stick	NdandaCaa	Ndanda_Ca-a	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.14715	10.3942		1 6 7	ACX	KWI	2	2.K.C 2.W.C 2.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1315	ⁿk w ɨ̌/ɨ
524	107_stick	Stick	NdandaMeno	Ndanda_Meno	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.069482	10.425853		1 6 7	ACX	KWI	5	5.K.C 5.W.C 5.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1315	ⁿk w ɨ̌/ɨ
525	107_stick	Stick	NdandaLek	Ndanda_Lek	tə́bʒwí	tə́bʒwí	t ə́/ə b ʒʷ í/i	ndan1241		5.150741	10.429029		1 7 1 3 7	AXBCZ	TEPSI	4	4.T.C 4.E.V 4.P.C 4.S.C 4.I.V	2.0 1.5 1.75 1.5 0.8	tə́/əbʒʷí/i	0	1316	t ə́/ə b ʒʷ í/i
526	107_stick	Stick	NdandaNgwa	Ndanda_Ngwa	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.191047	10.473404		1 6 7	ACX	KWI	6	6.K.C 6.W.C 6.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1315	ⁿk w ɨ̌/ɨ
527	107_stick	Stick	NdandaTwefap	Ndanda_Twefap	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.027245	10.473575		1 6 7	ACX	KWI	9	9.K.C 9.W.C 9.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	1	1315	ⁿk w ɨ̌/ɨ
528	107_stick	Stick	NdandaDenfap	Ndanda_Denfap	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.111459	10.336031		1 6 7	ACX	KWI	3	3.K.C 3.W.C 3.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	1	1315	ⁿk w ɨ̌/ɨ
529	107_stick	Stick	NdandaZua	Ndanda_Zua	kə́pʒwí	kə́pʒwí	k ə́/ə p ʒʷ í/i						1 7 1 3 7	AXBCZ	KEPSI	10	10.K.C 10.E.V 10.P.C 10.S.C 10.I.V	2.0 1.5 1.75 1.5 0.8	kə́/əpʒʷí/i	0	1316	k ə́/ə p ʒʷ í/i
530	107_stick	Stick	Goshimjang	Goshimjang	tʃíɣə́	tʃíɣə́	tʃ í/i ɣ ə́/ə	ndan1241		5.234168	10.407013		1 7 3 7	AXBZ	TIGE	1	1.T.C 1.I.V 1.G.C 1.E.V	2.0 1.5 1.75 0.8	tʃí/iɣə́/ə	0	1314	tʃ í/i ɣ ə́/ə
#
1551	108_stone	Stone	NdandaNyep	Ndanda_Nyep	lǔgû	lǔgû	l ǔ/u g û/u	bato1245		5.254489	10.471901		5 7 1 7	AXBZ	LYKY	7	7.L.C 7.Y.V 7.K.C 7.Y.V	2.0 1.5 1.75 0.8	lǔ/ugû/u	0	1325	l ǔ/u g û/u
1552	108_stone	Stone	NdandaShingou	Ndanda_Shingou	lǔgû	lǔgû	l ǔ/u g û/u	ndan1241		5.238847	10.491081		5 7 1 7	AXBZ	LYKY	8	8.L.C 8.Y.V 8.K.C 8.Y.V	2.0 1.5 1.75 0.8	lǔ/ugû/u	0	1325	l ǔ/u g û/u
1553	108_stone	Stone	NdandaCaa	Ndanda_Ca-a	lǔgû	lǔgû	l ǔ/u g û/u	ndan1241		5.14715	10.3942		5 7 1 7	AXBZ	LYKY	2	2.L.C 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	lǔ/ugû/u	0	1325	l ǔ/u g û/u
1554	108_stone	Stone	NdandaMeno	Ndanda_Meno	lǔgû	lǔgû	l ǔ/u g û/u	ndan1241		5.069482	10.425853		5 7 1 7	AXBZ	LYKY	5	5.L.C 5.Y.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8	lǔ/ugû/u	0	1325	l ǔ/u g û/u
1555	108_stone	Stone	NdandaLek	Ndanda_Lek	lúŋù	lúŋù	l ú/u ŋ ù/u	ndan1241		5.150741	10.429029		5 7 4 7	AXBZ	LYNY	4	4.L.C 4.Y.V 4.N.C 4.Y.V	2.0 1.5 1.75 0.8	lú/uŋù/u	0	1325	l ú/u ŋ ù/u
1556	108_stone	Stone	NdandaNgwa	Ndanda_Ngwa	lɔ́gɔ̂	lɔ́gɔ̂	l ɔ́/ɔ g ɔ̂/ɔ	ndan1241		5.191047	10.473404		5 7 1 7	AXBZ	LUKU	6	6.L.C 6.U.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	lɔ́/ɔgɔ̂/ɔ	0	1325	l ɔ́/ɔ g ɔ̂/ɔ
1557	108_stone	Stone	NdandaTwefap	Ndanda_Twefap	lɔ́gɔ̂	lɔ́gɔ̂	l ɔ́/ɔ g ɔ̂/ɔ	ndan1241		5.027245	10.473575		5 7 1 7	AXBZ	LUKU	9	9.L.C 9.U.V 9.K.C 9.U.V	2.0 1.5 1.75 0.8	lɔ́/ɔgɔ̂/ɔ	0	1325	l ɔ́/ɔ g ɔ̂/ɔ
1558	108_stone	Stone	NdandaDenfap	Ndanda_Denfap	lɔ́gɔ̂	lɔ́gɔ̂	l ɔ́/ɔ g ɔ̂/ɔ	ndan1241		5.111459	10.336031		5 7 1 7	AXBZ	LUKU	3	3.L.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	lɔ́/ɔgɔ̂/ɔ	0	1325	l ɔ́/ɔ g ɔ̂/ɔ
1559	108_stone	Stone	NdandaZua	Ndanda_Zua	lùŋù	lùŋù	l ù/u ŋ ù/u						5 7 4 7	AXBZ	LYNY	10	10.L.C 10.Y.V 10.N.C 10.Y.V	2.0 1.5 1.75 0.8	lù/uŋù/u	0	1325	l ù/u ŋ ù/u
#
1881	109_straight	Straight	NdandaNyep	Ndanda_Nyep	ndɨ́ŋ ndék	ndɨ́ŋ_ndék	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k	bato1245		5.254489	10.471901		1 7 4 9 1 7 1	AXN_AXN	TIN_TEK	7	7.T.C 7.I.V 7.N.c 7._._ 7.T.C 7.E.V 7.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdɨ́/ɨŋ+ⁿdé/ek	0	1339 1337	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k
1882	109_straight	Straight	NdandaShingou	Ndanda_Shingou	ndɨ́ŋ ndék	ndɨ́ŋ_ndék	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k	ndan1241		5.238847	10.491081		1 7 4 9 1 7 1	AXN_AXN	TIN_TEK	8	8.T.C 8.I.V 8.N.c 8._._ 8.T.C 8.E.V 8.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdɨ́/ɨŋ+ⁿdé/ek	0	1335 1337	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k
1883	109_straight	Straight	NdandaCaa	Ndanda_Ca-a	ndɨ́ŋ ndék	ndɨ́ŋ_ndék	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k	ndan1241		5.14715	10.3942		1 7 4 9 1 7 1	AXN_AXN	TIN_TEK	2	2.T.C 2.I.V 2.N.c 2._._ 2.T.C 2.E.V 2.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdɨ́/ɨŋ+ⁿdé/ek	0	1335 1337	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k
1884	109_straight	Straight	NdandaMeno	Ndanda_Meno	ndɨ́ŋ ndék	ndɨ́ŋ_ndék	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k	ndan1241		5.069482	10.425853		1 7 4 9 1 7 1	AXN_AXN	TIN_TEK	5	5.T.C 5.I.V 5.N.c 5._._ 5.T.C 5.E.V 5.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdɨ́/ɨŋ+ⁿdé/ek	0	1335 1337	ⁿd ɨ́/ɨ ŋ + ⁿd é/e k
1885	109_straight	Straight	NdandaLek	Ndanda_Lek	ndə̀ŋ ndə̀ŋ	ndə̀ŋ_ndə̀ŋ	ⁿd ə̀/ə ŋ + ⁿd ə̀/ə ŋ	ndan1241		5.150741	10.429029		1 7 4 9 1 7 4	AXN_AXN	TEN_TEN	4	4.T.C 4.E.V 4.N.c 4._._ 4.T.C 4.E.V 4.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdə̀/əŋ+ⁿdə̀/əŋ	0	1335 1336	ⁿd ə̀/ə ŋ + ⁿd ə̀/ə ŋ
1886	109_straight	Straight	NdandaNgwa	Ndanda_Ngwa	nděk	nděk	ⁿd ě/e k	ndan1241		5.191047	10.473404		1 7 1	AXN	TEK	6	6.T.C 6.E.V 6.K.c	2.0 1.5 0.8	ⁿdě/ek	0	1337	ⁿd ě/e k
1887	109_straight	Straight	NdandaTwefap	Ndanda_Twefap	ndɔ̌ ndɔ̌k	ndɔ̌_ndɔ̌k	ⁿd ɔ̌/ɔ + ⁿd ɔ̌/ɔ k	ndan1241		5.027245	10.473575		1 7 9 1 7 1	AX_AXN	TU_TUK	9	9.T.C 9.U.V 9._._ 9.T.C 9.U.V 9.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdɔ̌/ɔ+ⁿdɔ̌/ɔk	0	1338 1337	ⁿd ɔ̌/ɔ + ⁿd ɔ̌/ɔ k
1888	109_straight	Straight	NdandaDenfap	Ndanda_Denfap	ndɔ̌ ndɔ̌k	ndɔ̌_ndɔ̌k	ⁿd ɔ̌/ɔ + ⁿd ɔ̌/ɔ k	ndan1241		5.111459	10.336031		1 7 9 1 7 1	AX_AXN	TU_TUK	3	3.T.C 3.U.V 3._._ 3.T.C 3.U.V 3.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdɔ̌/ɔ+ⁿdɔ̌/ɔk	0	1338 1337	ⁿd ɔ̌/ɔ + ⁿd ɔ̌/ɔ k
1889	109_straight	Straight	NdandaZua	Ndanda_Zua	ndə̀ŋ ndə̀ŋ	ndə̀ŋ_ndə̀ŋ	ⁿd ə̀/ə ŋ + ⁿd ə̀/ə ŋ						1 7 4 9 1 7 4	AXN_AXN	TEN_TEN	10	10.T.C 10.E.V 10.N.c 10._._ 10.T.C 10.E.V 10.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdə̀/əŋ+ⁿdə̀/əŋ	0	1335 1336	ⁿd ə̀/ə ŋ + ⁿd ə̀/ə ŋ
1890	109_straight	Straight	Goshimjang	Goshimjang	ndə̀ŋ ndə̀ŋ	ndə̀ŋ_ndə̀ŋ	ⁿd ə̀/ə ŋ + ⁿd ə̀/ə ŋ	ndan1241		5.234168	10.407013		1 7 4 9 1 7 4	AXN_AXN	TEN_TEN	1	1.T.C 1.E.V 1.N.c 1._._ 1.T.C 1.E.V 1.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ⁿdə̀/əŋ+ⁿdə̀/əŋ	0	1335 1336	ⁿd ə̀/ə ŋ + ⁿd ə̀/ə ŋ
#
1461	110_sun	Sun	NdandaNyep	Ndanda_Nyep	nɛ̂p	nɛ̂p	n ɛ̂/ɛ p	bato1245		5.254489	10.471901		4 7 1	AXN	NEP	7	7.N.C 7.E.V 7.P.c	2.0 1.5 0.8	nɛ̂/ɛp	0	1355	n ɛ̂/ɛ p
1462	110_sun	Sun	NdandaShingou	Ndanda_Shingou	nɛ̂p	nɛ̂p	n ɛ̂/ɛ p	ndan1241		5.238847	10.491081		4 7 1	AXN	NEP	8	8.N.C 8.E.V 8.P.c	2.0 1.5 0.8	nɛ̂/ɛp	0	1355	n ɛ̂/ɛ p
1463	110_sun	Sun	NdandaCaa	Ndanda_Ca-a	nɛ̂p	nɛ̂p	n ɛ̂/ɛ p	ndan1241		5.14715	10.3942		4 7 1	AXN	NEP	2	2.N.C 2.E.V 2.P.c	2.0 1.5 0.8	nɛ̂/ɛp	0	1355	n ɛ̂/ɛ p
1464	110_sun	Sun	NdandaMeno	Ndanda_Meno	nɛ̂p	nɛ̂p	n ɛ̂/ɛ p	ndan1241		5.069482	10.425853		4 7 1	AXN	NEP	5	5.N.C 5.E.V 5.P.c	2.0 1.5 0.8	nɛ̂/ɛp	0	1355	n ɛ̂/ɛ p
1465	110_sun	Sun	NdandaLek	Ndanda_Lek	nàm	nàm	n à/a m	ndan1241		5.150741	10.429029		4 7 4	AXN	NAM	4	4.N.C 4.A.V 4.M.c	2.0 1.5 0.8	nà/am	0	1355	n à/a m
1466	110_sun	Sun	NdandaNgwa	Ndanda_Ngwa	něp	něp	n ě/e p	ndan1241		5.191047	10.473404		4 7 1	AXN	NEP	6	6.N.C 6.E.V 6.P.c	2.0 1.5 0.8	ně/ep	0	1355	n ě/e p
1467	110_sun	Sun	NdandaTwefap	Ndanda_Twefap	nɛ̂p	nɛ̂p	n ɛ̂/ɛ p	ndan1241		5.027245	10.473575		4 7 1	AXN	NEP	9	9.N.C 9.E.V 9.P.c	2.0 1.5 0.8	nɛ̂/ɛp	0	1355	n ɛ̂/ɛ p
1468	110_sun	Sun	NdandaDenfap	Ndanda_Denfap	nɛ̂p	nɛ̂p	n ɛ̂/ɛ p	ndan1241		5.111459	10.336031		4 7 1	AXN	NEP	3	3.N.C 3.E.V 3.P.c	2.0 1.5 0.8	nɛ̂/ɛp	0	1355	n ɛ̂/ɛ p
1469	110_sun	Sun	NdandaZua	Ndanda_Zua	ɲèm	ɲèm	ɲ è/e m						4 7 4	AXN	NEM	10	10.N.C 10.E.V 10.M.c	2.0 1.5 0.8	ɲè/em	0	1355	ɲ è/e m
1470	110_sun	Sun	Goshimjang	Goshimjang	ɲìm	ɲìm	ɲ ì/i m	ndan1241		5.234168	10.407013		4 7 4	AXN	NIM	1	1.N.C 1.I.V 1.M.c	2.0 1.5 0.8	ɲì/im	0	1355	ɲ ì/i m
#
681	111_tail	Tail	NdandaNyep	Ndanda_Nyep	ŋkǔ	ŋkǔ	ⁿk ǔ/u	bato1245		5.254489	10.471901		1 7	AX	KY	7	7.K.C 7.Y.V	2.0 1.5	ⁿkǔ/u	0	1366	ⁿk ǔ/u
682	111_tail	Tail	NdandaShingou	Ndanda_Shingou	ŋkǔ	ŋkǔ	ⁿk ǔ/u	ndan1241		5.238847	10.491081		1 7	AX	KY	8	8.K.C 8.Y.V	2.0 1.5	ⁿkǔ/u	0	1366	ⁿk ǔ/u
683	111_tail	Tail	NdandaCaa	Ndanda_Ca-a	ŋkǔ	ŋkǔ	ⁿk ǔ/u	ndan1241		5.14715	10.3942		1 7	AX	KY	2	2.K.C 2.Y.V	2.0 1.5	ⁿkǔ/u	0	1366	ⁿk ǔ/u
684	111_tail	Tail	NdandaMeno	Ndanda_Meno	ŋkǔ	ŋkǔ	ⁿk ǔ/u	ndan1241		5.069482	10.425853		1 7	AX	KY	5	5.K.C 5.Y.V	2.0 1.5	ⁿkǔ/u	0	1366	ⁿk ǔ/u
685	111_tail	Tail	NdandaLek	Ndanda_Lek	ŋkù	ŋkù	ⁿk ù/u	ndan1241		5.150741	10.429029		1 7	AX	KY	4	4.K.C 4.Y.V	2.0 1.5	ⁿkù/u	0	1366	ⁿk ù/u
686	111_tail	Tail	NdandaNgwa	Ndanda_Ngwa	ŋkǔ	ŋkǔ	ⁿk ǔ/u	ndan1241		5.191047	10.473404		1 7	AX	KY	6	6.K.C 6.Y.V	2.0 1.5	ⁿkǔ/u	0	1366	ⁿk ǔ/u
687	111_tail	Tail	NdandaTwefap	Ndanda_Twefap	ŋkû	ŋkû	ⁿk û/u	ndan1241		5.027245	10.473575		1 7	AX	KY	9	9.K.C 9.Y.V	2.0 1.5	ⁿkû/u	0	1366	ⁿk û/u
688	111_tail	Tail	NdandaDenfap	Ndanda_Denfap	ŋkû í	ŋkû_í	ⁿk û/u + í/i	ndan1241		5.111459	10.336031		1 7 9 7	AX_X	KY_I	3	3.K.C 3.Y.V 3._._ 3.I.V	2.0 1.5 0.0 1.5	ⁿkû/u+í/i	0	1366 1367	ⁿk û/u + í/i
689	111_tail	Tail	NdandaZua	Ndanda_Zua	ŋkù	ŋkù	ⁿk ù/u						1 7	AX	KY	10	10.K.C 10.Y.V	2.0 1.5	ⁿkù/u	0	1366	ⁿk ù/u
690	111_tail	Tail	Goshimjang	Goshimjang	ŋkù	ŋkù	ⁿk ù/u	ndan1241		5.234168	10.407013		1 7	AX	KY	1	1.K.C 1.Y.V	2.0 1.5	ⁿkù/u	0	1366	ⁿk ù/u
#
71	112_that	That	NdandaNyep	Ndanda_Nyep	jìgà	jìgà	j ì/i g à/a	bato1245		5.254489	10.471901		6 7 1 7	AXBZ	JIKA	7	7.J.C 7.I.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	jì/igà/a	0	1379	j ì/i g à/a
72	112_that	That	NdandaShingou	Ndanda_Shingou	jì	jì	j ì/i	ndan1241		5.238847	10.491081		6 7	AX	JI	8	8.J.C 8.I.V	2.0 1.5	jì/i	0	1378	j ì/i - -
73	112_that	That	NdandaCaa	Ndanda_Ca-a	jì	jì	j ì/i	ndan1241		5.14715	10.3942		6 7	AX	JI	2	2.J.C 2.I.V	2.0 1.5	jì/i	0	1378	j ì/i - -
74	112_that	That	NdandaMeno	Ndanda_Meno	jì	jì	j ì/i	ndan1241		5.069482	10.425853		6 7	AX	JI	5	5.J.C 5.I.V	2.0 1.5	jì/i	0	1378	j ì/i - -
75	112_that	That	NdandaLek	Ndanda_Lek	jìgì	jìgì	j ì/i g ì/i	ndan1241		5.150741	10.429029		6 7 1 7	AXBZ	JIKI	4	4.J.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	jì/igì/i	0	1379	j ì/i g ì/i
76	112_that	That	NdandaNgwa	Ndanda_Ngwa	jì	jì	j ì/i	ndan1241		5.191047	10.473404		6 7	AX	JI	6	6.J.C 6.I.V	2.0 1.5	jì/i	0	1378	j ì/i - -
77	112_that	That	NdandaTwefap	Ndanda_Twefap	jɔ̌	jɔ̌	j ɔ̌/ɔ	ndan1241		5.027245	10.473575		6 7	AX	JU	9	9.J.C 9.U.V	2.0 1.5	jɔ̌/ɔ	0	1378	j ɔ̌/ɔ - -
78	112_that	That	NdandaDenfap	Ndanda_Denfap	jɔ̌	jɔ̌	j ɔ̌/ɔ	ndan1241		5.111459	10.336031		6 7	AX	JU	3	3.J.C 3.U.V	2.0 1.5	jɔ̌/ɔ	1	1378	j ɔ̌/ɔ - -
79	112_that	That	NdandaZua	Ndanda_Zua	já	já	j á/a						6 7	AX	JA	10	10.J.C 10.A.V	2.0 1.5	já/a	0	1378	j á/a - -
80	112_that	That	Goshimjang	Goshimjang	jìbì	jìbì	j ì/i b ì/i	ndan1241		5.234168	10.407013		6 7 1 7	AXBZ	JIPI	1	1.J.C 1.I.V 1.P.C 1.I.V	2.0 1.5 1.75 0.8	jì/ibì/i	0	1378	j ì/i b ì/i
#
91	113_there	There	NdandaNyep	Ndanda_Nyep	sî	sî	s î/i	bato1245		5.254489	10.471901		3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	sî/i	0	1389	s î/i
92	113_there	There	NdandaShingou	Ndanda_Shingou	sî	sî	s î/i	ndan1241		5.238847	10.491081		3 7	AX	SI	8	8.S.C 8.I.V	2.0 1.5	sî/i	0	1389	s î/i
93	113_there	There	NdandaCaa	Ndanda_Ca-a	ʃî	ʃî	ʃ î/i	ndan1241		5.14715	10.3942		3 7	AX	SI	2	2.S.C 2.I.V	2.0 1.5	ʃî/i	0	1389	ʃ î/i
94	113_there	There	NdandaMeno	Ndanda_Meno	sî	sî	s î/i	ndan1241		5.069482	10.425853		3 7	AX	SI	5	5.S.C 5.I.V	2.0 1.5	sî/i	0	1389	s î/i
95	113_there	There	NdandaLek	Ndanda_Lek	sàndàʔà	sàndàʔà	s à/a ⁿd à/a ʔ à/a	ndan1241		5.150741	10.429029		3 7 1 7 1 7	AXBYBZ	SATAHA	4	4.S.C 4.A.V 4.T.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sà/aⁿdà/aʔà/a	0	1390	s à/a ⁿd à/a ʔ à/a
96	113_there	There	NdandaNgwa	Ndanda_Ngwa	ʃî	ʃî	ʃ î/i	ndan1241		5.191047	10.473404		3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	ʃî/i	0	1389	ʃ î/i
97	113_there	There	NdandaTwefap	Ndanda_Twefap	ʃî	ʃî	ʃ î/i	ndan1241		5.027245	10.473575		3 7	AX	SI	9	9.S.C 9.I.V	2.0 1.5	ʃî/i	0	1389	ʃ î/i
98	113_there	There	NdandaDenfap	Ndanda_Denfap	ʃî	ʃî	ʃ î/i	ndan1241		5.111459	10.336031		3 7	AX	SI	3	3.S.C 3.I.V	2.0 1.5	ʃî/i	0	1389	ʃ î/i
99	113_there	There	NdandaZua	Ndanda_Zua	sà	sà	s à/a						3 7	AX	SA	10	10.S.C 10.A.V	2.0 1.5	sà/a	0	1389	s à/a
100	113_there	There	Goshimjang	Goshimjang	sì	sì	s ì/i	ndan1241		5.234168	10.407013		3 7	AX	SI	1	1.S.C 1.I.V	2.0 1.5	sì/i	0	1389	s ì/i
#
51	114_they	They	NdandaNyep	Ndanda_Nyep	wɔ̌p	wɔ̌p	w ɔ̌/ɔ p	bato1245		5.254489	10.471901		6 7 1	AXN	WUP	7	7.W.C 7.U.V 7.P.c	2.0 1.5 0.8	wɔ̌/ɔp	1	1401	w ɔ̌/ɔ p
52	114_they	They	NdandaShingou	Ndanda_Shingou	wɔ̌p	wɔ̌p	w ɔ̌/ɔ p	ndan1241		5.238847	10.491081		6 7 1	AXN	WUP	8	8.W.C 8.U.V 8.P.c	2.0 1.5 0.8	wɔ̌/ɔp	1	1401	w ɔ̌/ɔ p
53	114_they	They	NdandaCaa	Ndanda_Ca-a	wɔ̌p	wɔ̌p	w ɔ̌/ɔ p	ndan1241		5.14715	10.3942		6 7 1	AXN	WUP	2	2.W.C 2.U.V 2.P.c	2.0 1.5 0.8	wɔ̌/ɔp	1	1401	w ɔ̌/ɔ p
54	114_they	They	NdandaMeno	Ndanda_Meno	pǔ	pǔ	p ǔ/u	ndan1241		5.069482	10.425853		1 7	AX	PY	5	5.P.C 5.Y.V	2.0 1.5	pǔ/u	1	1400	p ǔ/u
55	114_they	They	NdandaLek	Ndanda_Lek	́pú	́pú	p ú/u	ndan1241		5.150741	10.429029		1 7	AX	PY	4	4.P.C 4.Y.V	2.0 1.5	pú/u	0	1400	p ú/u
56	114_they	They	NdandaNgwa	Ndanda_Ngwa	wǔp	wǔp	w ǔ/u p	ndan1241		5.191047	10.473404		6 7 1	AXN	WYP	6	6.W.C 6.Y.V 6.P.c	2.0 1.5 0.8	wǔ/up	1	1401	w ǔ/u p
57	114_they	They	NdandaTwefap	Ndanda_Twefap	wǔp	wǔp	w ǔ/u p	ndan1241		5.027245	10.473575		6 7 1	AXN	WYP	9	9.W.C 9.Y.V 9.P.c	2.0 1.5 0.8	wǔ/up	1	1401	w ǔ/u p
58	114_they	They	NdandaDenfap	Ndanda_Denfap	wɔ̌p	wɔ̌p	w ɔ̌/ɔ p	ndan1241		5.111459	10.336031		6 7 1	AXN	WUP	3	3.W.C 3.U.V 3.P.c	2.0 1.5 0.8	wɔ̌/ɔp	1	1401	w ɔ̌/ɔ p
59	114_they	They	NdandaZua	Ndanda_Zua	bú	bú	b ú/u						1 7	AX	PY	10	10.P.C 10.Y.V	2.0 1.5	bú/u	1	1400	b ú/u
60	114_they	They	Goshimjang	Goshimjang	bú	bú	b ú/u	ndan1241		5.234168	10.407013		1 7	AX	PY	1	1.P.C 1.Y.V	2.0 1.5	bú/u	0	1400	b ú/u
#
